time,temp_min_daily,temp_max_daily,temp_mean_daily,temp_grass_mean_daily,temp_soil_min_daily,temp_soil_max_daily,temp_soil_mean_daily,humidity_daily,wind_direction_daily,wind_speed_daily,wind_gust_max_daily,precip_total_daily,precip_duration_daily,radiation_global_daily,sunshine_duration_daily,KarupBro,day_sin,day_cos
2010-09-06,4.7,18.3,12.104166666666666,11.004166666666668,11.1,13.8,12.533333333333331,77.375,69.66666666666667,1.75,7.5,0.0,0.0,4738.0,527.5,588.35,-0.9106046300942162,-0.41327860778290443
2010-09-07,11.1,18.3,14.404166666666669,13.983333333333334,12.3,13.8,13.0375,77.70833333333333,110.79166666666669,6.295833333333333,16.4,0.0,0.0,3244.0,288.0,587.43,-0.9175836260593934,-0.3975428142825566
2010-09-08,13.8,18.3,15.570833333333333,15.220833333333331,13.1,14.3,13.645833333333334,77.625,107.45833333333331,7.079166666666667,18.2,0.0,0.0,3261.0,198.0,562.58,-0.9242907221930934,-0.3816892202666586
2010-09-09,13.1,19.2,15.179166666666667,14.85,13.5,14.6,14.041666666666666,83.95833333333333,101.79166666666669,5.029166666666667,13.3,2.8,40.0,2701.0,160.5,539.37,-0.9307239310379793,-0.3657225234972692
2010-09-10,10.4,15.9,13.775,13.254166666666668,13.7,14.7,14.154166666666669,94.70833333333331,216.75,1.6,6.3,3.7,53.0,1312.0,0.0,664.22,-0.9368813462954315,-0.34964745525122826
2010-09-11,8.9,19.0,15.45,14.9125,13.2,14.8,13.966666666666669,93.41666666666669,163.79166666666666,3.2458333333333336,8.5,0.4,7.0,1245.0,3.5,711.65,-0.9427611433904206,-0.33346877891818705
2010-09-12,12.5,19.8,16.287499999999998,15.933333333333332,14.5,15.6,14.9625,93.625,191.375,1.6583333333333332,6.3,12.7,120.0,1316.0,10.5,753.09,-0.9483615800121716,-0.31719128858910595
2010-09-13,9.0,18.0,13.625,13.116666666666667,13.6,15.0,14.383333333333333,85.08333333333333,252.79166666666663,2.779166666666667,8.8,0.7,7.0,3415.0,388.0,1870.27,-0.9536809966304455,-0.300819807635668
2010-09-14,12.3,19.5,15.254166666666668,14.945833333333333,13.8,15.2,14.479166666666666,90.54166666666669,225.29166666666663,5.729166666666667,13.4,7.7,87.0,2356.0,80.5,2020.44,-0.9587178169872964,-0.2843591872810036
2010-09-15,8.7,14.8,11.491666666666667,10.945833333333333,13.0,14.7,13.7875,85.16666666666667,232.91666666666663,6.004166666666666,18.6,8.7,75.0,2464.0,201.0,2307.31,-0.9634705485641486,-0.26781430516217486
2010-09-16,9.3,15.2,11.491666666666667,11.0,12.3,13.6,12.958333333333334,84.66666666666667,252.04166666666663,5.245833333333334,13.7,7.3,44.0,3128.0,325.5,3374.02,-0.9679377830240642,-0.25119006388481957
2010-09-17,9.3,14.3,11.158333333333331,10.645833333333334,12.2,13.0,12.595833333333331,87.75,251.91666666666663,5.945833333333333,14.0,8.6,71.0,2435.0,197.5,3594.31,-0.9721181966290612,-0.23449138957041052
2010-09-18,7.3,14.3,10.35,9.8375,11.6,12.7,12.179166666666667,76.83333333333333,267.6666666666667,5.7,15.8,0.2,2.0,3416.0,388.0,3681.31,-0.9760105506323682,-0.21772323039653224
2010-09-19,6.5,14.5,10.820833333333333,10.325,11.2,12.6,11.95,84.25,230.04166666666663,2.970833333333333,10.1,0.0,0.0,2858.0,289.0,2972.57,-0.9796136916454901,-0.20089055513063528
