Vandportalen - www.vandportalen.dk
Lokalitet:;28.02 Bygholm å, Kørup bro
Tidsserie:;Vandføring, Døgnmiddel (DMP)
Drives af Miljøstyrelsen
Dataperiode:;01-01-1917 00:00 - 19-02-2025 00:59 ( UTC +01:00:00 )
ks mrk.:;0= ikke-korrigerede data (rådata)
;1= data udtyndet for outliers
;2= kvalitetskontrolleret data
Udtræksdato: ;17-02-2025 15:00

WSP og dataleverandører til Vandportalen kan ikke drages til ansvar for målingernes rigtighed.

Dato (DK normaltid);Vandføring, Døgnmiddel (DMP) (l/s);ks mrk.
30-05-1987 00:00;445.769;2
31-05-1987 00:00;527.216;2
01-06-1987 00:00;654.259;2
02-06-1987 00:00;622.683;2
03-06-1987 00:00;569.240;2
04-06-1987 00:00;672.262;2
05-06-1987 00:00;655.202;2
06-06-1987 00:00;595.497;2
07-06-1987 00:00;655.298;2
08-06-1987 00:00;1343.543;2
09-06-1987 00:00;1511.721;2
10-06-1987 00:00;1066.287;2
11-06-1987 00:00;951.589;2
12-06-1987 00:00;1364.641;2
13-06-1987 00:00;969.581;2
14-06-1987 00:00;1873.774;2
15-06-1987 00:00;2121.227;2
16-06-1987 00:00;1499.180;2
17-06-1987 00:00;1187.253;2
18-06-1987 00:00;1495.545;2
19-06-1987 00:00;1609.738;2
20-06-1987 00:00;1274.829;2
21-06-1987 00:00;1072.538;2
22-06-1987 00:00;950.668;2
23-06-1987 00:00;933.925;2
24-06-1987 00:00;919.938;2
25-06-1987 00:00;833.146;2
26-06-1987 00:00;798.223;2
27-06-1987 00:00;716.454;2
28-06-1987 00:00;679.907;2
29-06-1987 00:00;711.960;2
30-06-1987 00:00;658.334;2
01-07-1987 00:00;619.253;2
02-07-1987 00:00;578.312;2
03-07-1987 00:00;535.159;2
04-07-1987 00:00;492.278;2
05-07-1987 00:00;476.806;2
06-07-1987 00:00;480.540;2
07-07-1987 00:00;459.576;2
08-07-1987 00:00;439.007;2
09-07-1987 00:00;423.676;2
10-07-1987 00:00;417.049;2
11-07-1987 00:00;411.925;2
12-07-1987 00:00;456.789;2
13-07-1987 00:00;403.676;2
14-07-1987 00:00;391.115;2
15-07-1987 00:00;373.931;2
16-07-1987 00:00;427.592;2
17-07-1987 00:00;437.916;2
18-07-1987 00:00;550.241;2
19-07-1987 00:00;949.537;2
20-07-1987 00:00;659.302;2
21-07-1987 00:00;568.860;2
22-07-1987 00:00;516.738;2
23-07-1987 00:00;476.253;2
24-07-1987 00:00;446.958;2
25-07-1987 00:00;443.707;2
26-07-1987 00:00;432.301;2
27-07-1987 00:00;400.812;2
28-07-1987 00:00;389.673;2
29-07-1987 00:00;393.600;2
30-07-1987 00:00;417.393;2
31-07-1987 00:00;457.687;2
01-08-1987 00:00;568.728;2
02-08-1987 00:00;546.529;2
03-08-1987 00:00;518.123;2
04-08-1987 00:00;566.443;2
05-08-1987 00:00;667.223;2
06-08-1987 00:00;634.936;2
07-08-1987 00:00;590.105;2
08-08-1987 00:00;683.061;2
09-08-1987 00:00;660.041;2
10-08-1987 00:00;608.208;2
11-08-1987 00:00;696.252;2
12-08-1987 00:00;586.351;2
13-08-1987 00:00;577.645;2
14-08-1987 00:00;701.091;2
15-08-1987 00:00;609.813;2
16-08-1987 00:00;551.112;2
17-08-1987 00:00;492.504;2
18-08-1987 00:00;494.812;2
19-08-1987 00:00;483.180;2
20-08-1987 00:00;460.441;2
21-08-1987 00:00;450.328;2
22-08-1987 00:00;449.342;2
23-08-1987 00:00;457.772;2
24-08-1987 00:00;451.697;2
25-08-1987 00:00;445.062;2
26-08-1987 00:00;491.097;2
27-08-1987 00:00;486.237;2
28-08-1987 00:00;471.696;2
29-08-1987 00:00;452.958;2
30-08-1987 00:00;440.893;2
31-08-1987 00:00;446.127;2
01-09-1987 00:00;442.945;2
02-09-1987 00:00;442.577;2
03-09-1987 00:00;443.711;2
04-09-1987 00:00;445.935;2
05-09-1987 00:00;560.249;2
06-09-1987 00:00;686.079;2
07-09-1987 00:00;2368.130;2
08-09-1987 00:00;2411.741;2
09-09-1987 00:00;1707.743;2
10-09-1987 00:00;1340.339;2
11-09-1987 00:00;1249.183;2
12-09-1987 00:00;2605.455;2
13-09-1987 00:00;4399.592;2
14-09-1987 00:00;2991.744;2
15-09-1987 00:00;2131.591;2
16-09-1987 00:00;1584.396;2
17-09-1987 00:00;1435.681;2
18-09-1987 00:00;1446.751;2
19-09-1987 00:00;1282.581;2
20-09-1987 00:00;1181.813;2
21-09-1987 00:00;1057.647;2
22-09-1987 00:00;3243.671;2
23-09-1987 00:00;3894.712;2
24-09-1987 00:00;2690.936;2
25-09-1987 00:00;2652.927;2
26-09-1987 00:00;2411.678;2
27-09-1987 00:00;1934.072;2
28-09-1987 00:00;1574.672;2
29-09-1987 00:00;1355.571;2
30-09-1987 00:00;1187.391;2
01-10-1987 00:00;1077.044;2
02-10-1987 00:00;998.536;2
03-10-1987 00:00;935.364;2
04-10-1987 00:00;901.936;2
05-10-1987 00:00;876.778;2
06-10-1987 00:00;905.150;2
07-10-1987 00:00;1286.269;2
08-10-1987 00:00;1628.001;2
09-10-1987 00:00;3667.712;2
10-10-1987 00:00;3190.749;2
11-10-1987 00:00;2399.124;2
12-10-1987 00:00;3366.598;2
13-10-1987 00:00;8021.775;2
14-10-1987 00:00;5370.891;2
15-10-1987 00:00;5259.398;2
16-10-1987 00:00;8297.846;2
17-10-1987 00:00;6435.146;2
18-10-1987 00:00;4207.344;2
19-10-1987 00:00;3007.284;2
20-10-1987 00:00;2410.302;2
21-10-1987 00:00;2024.656;2
22-10-1987 00:00;1795.673;2
23-10-1987 00:00;4119.171;2
24-10-1987 00:00;4029.836;2
25-10-1987 00:00;2878.354;2
26-10-1987 00:00;2205.217;2
27-10-1987 00:00;1856.345;2
28-10-1987 00:00;1649.888;2
29-10-1987 00:00;1435.984;2
30-10-1987 00:00;1381.250;2
31-10-1987 00:00;1309.925;2
01-11-1987 00:00;1263.148;2
02-11-1987 00:00;1193.642;2
03-11-1987 00:00;1106.933;2
04-11-1987 00:00;1060.600;2
05-11-1987 00:00;1031.960;2
06-11-1987 00:00;1013.389;2
07-11-1987 00:00;972.434;2
08-11-1987 00:00;943.193;2
09-11-1987 00:00;911.098;2
10-11-1987 00:00;886.040;2
11-11-1987 00:00;901.907;2
12-11-1987 00:00;2747.412;2
13-11-1987 00:00;5930.558;2
14-11-1987 00:00;11514.670;2
15-11-1987 00:00;8249.909;2
16-11-1987 00:00;5857.354;2
17-11-1987 00:00;5132.027;2
18-11-1987 00:00;4363.886;2
19-11-1987 00:00;4737.737;2
20-11-1987 00:00;4585.360;2
21-11-1987 00:00;3584.822;2
22-11-1987 00:00;4597.848;2
23-11-1987 00:00;3876.539;2
24-11-1987 00:00;2932.421;2
25-11-1987 00:00;2467.351;2
26-11-1987 00:00;2451.378;2
27-11-1987 00:00;2231.034;2
28-11-1987 00:00;1997.578;2
29-11-1987 00:00;1856.541;2
30-11-1987 00:00;1670.012;2
01-12-1987 00:00;1500.225;2
02-12-1987 00:00;1413.815;2
03-12-1987 00:00;1353.498;2
04-12-1987 00:00;1319.283;2
05-12-1987 00:00;1254.423;2
06-12-1987 00:00;1242.129;2
07-12-1987 00:00;1130.934;2
08-12-1987 00:00;1015.821;2
09-12-1987 00:00;973.650;2
10-12-1987 00:00;1022.434;2
11-12-1987 00:00;1017.223;2
12-12-1987 00:00;936.313;2
13-12-1987 00:00;893.742;2
14-12-1987 00:00;890.714;2
15-12-1987 00:00;892.369;2
16-12-1987 00:00;898.629;2
17-12-1987 00:00;895.959;2
18-12-1987 00:00;1794.323;2
19-12-1987 00:00;2805.246;2
20-12-1987 00:00;2273.134;2
21-12-1987 00:00;2086.880;2
22-12-1987 00:00;1979.055;2
23-12-1987 00:00;1761.141;2
24-12-1987 00:00;1610.981;2
25-12-1987 00:00;1504.978;2
26-12-1987 00:00;1439.306;2
27-12-1987 00:00;1934.914;2
28-12-1987 00:00;4686.273;2
29-12-1987 00:00;5229.928;2
30-12-1987 00:00;5634.186;2
31-12-1987 00:00;4147.314;2
01-01-1988 00:00;3167.030;2
02-01-1988 00:00;7273.880;2
03-01-1988 00:00;12022.733;2
04-01-1988 00:00;13185.987;2
05-01-1988 00:00;10936.407;2
06-01-1988 00:00;8747.345;2
07-01-1988 00:00;11561.187;2
08-01-1988 00:00;9243.701;2
09-01-1988 00:00;6231.878;2
10-01-1988 00:00;5236.803;2
11-01-1988 00:00;7706.311;2
12-01-1988 00:00;7978.958;2
13-01-1988 00:00;5718.565;2
14-01-1988 00:00;4193.778;2
15-01-1988 00:00;3335.234;2
16-01-1988 00:00;2905.591;2
17-01-1988 00:00;2620.540;2
18-01-1988 00:00;2422.798;2
19-01-1988 00:00;2506.203;2
20-01-1988 00:00;2236.634;2
21-01-1988 00:00;2033.762;2
22-01-1988 00:00;1946.798;2
23-01-1988 00:00;2302.486;2
24-01-1988 00:00;2410.792;2
25-01-1988 00:00;4389.666;2
26-01-1988 00:00;8338.872;2
27-01-1988 00:00;6780.317;2
28-01-1988 00:00;4926.623;2
29-01-1988 00:00;8106.050;2
30-01-1988 00:00;8935.780;2
31-01-1988 00:00;6751.065;2
01-02-1988 00:00;5754.801;2
02-02-1988 00:00;8625.219;2
03-02-1988 00:00;9105.812;2
04-02-1988 00:00;6989.814;2
05-02-1988 00:00;6983.949;2
06-02-1988 00:00;9037.566;2
07-02-1988 00:00;13070.643;2
08-02-1988 00:00;10280.852;2
09-02-1988 00:00;8240.847;2
10-02-1988 00:00;11260.947;2
11-02-1988 00:00;11280.507;2
12-02-1988 00:00;8279.780;2
13-02-1988 00:00;5833.240;2
14-02-1988 00:00;5059.626;2
15-02-1988 00:00;4806.929;2
16-02-1988 00:00;4137.661;2
17-02-1988 00:00;5846.544;2
18-02-1988 00:00;5608.486;2
19-02-1988 00:00;5063.805;2
20-02-1988 00:00;4136.238;2
21-02-1988 00:00;3768.737;2
22-02-1988 00:00;3603.201;2
23-02-1988 00:00;4112.601;2
24-02-1988 00:00;3411.482;2
25-02-1988 00:00;2740.703;2
26-02-1988 00:00;2331.061;2
27-02-1988 00:00;2131.711;2
28-02-1988 00:00;2489.477;2
29-02-1988 00:00;2421.198;2
01-03-1988 00:00;2114.182;2
02-03-1988 00:00;1868.708;2
03-03-1988 00:00;1973.860;2
04-03-1988 00:00;2408.822;2
05-03-1988 00:00;2986.585;2
06-03-1988 00:00;3019.569;2
07-03-1988 00:00;2904.326;2
08-03-1988 00:00;2455.551;2
09-03-1988 00:00;2088.072;2
10-03-1988 00:00;2066.414;2
11-03-1988 00:00;2008.176;2
12-03-1988 00:00;1904.312;2
13-03-1988 00:00;1735.707;2
14-03-1988 00:00;1689.001;2
15-03-1988 00:00;1567.987;2
16-03-1988 00:00;4904.695;2
17-03-1988 00:00;7972.151;2
18-03-1988 00:00;5208.226;2
19-03-1988 00:00;3694.544;2
20-03-1988 00:00;4011.811;2
21-03-1988 00:00;4612.391;2
22-03-1988 00:00;3776.602;2
23-03-1988 00:00;2945.729;2
24-03-1988 00:00;2733.177;2
25-03-1988 00:00;5135.625;2
26-03-1988 00:00;5743.293;2
27-03-1988 00:00;5875.717;2
28-03-1988 00:00;6584.606;2
29-03-1988 00:00;5174.719;2
30-03-1988 00:00;9460.863;2
31-03-1988 00:00;6704.120;2
01-04-1988 00:00;4603.568;2
02-04-1988 00:00;3437.959;2
03-04-1988 00:00;2769.037;2
04-04-1988 00:00;2377.801;2
05-04-1988 00:00;2136.535;2
06-04-1988 00:00;1953.870;2
07-04-1988 00:00;1831.188;2
08-04-1988 00:00;1714.243;2
09-04-1988 00:00;1529.149;2
10-04-1988 00:00;1566.740;2
11-04-1988 00:00;1606.551;2
12-04-1988 00:00;1532.332;2
13-04-1988 00:00;1413.608;2
14-04-1988 00:00;1315.202;2
15-04-1988 00:00;1304.450;2
16-04-1988 00:00;1280.865;2
17-04-1988 00:00;1269.596;2
18-04-1988 00:00;1214.411;2
19-04-1988 00:00;1164.519;2
20-04-1988 00:00;1162.447;2
21-04-1988 00:00;1122.835;2
22-04-1988 00:00;1104.799;2
23-04-1988 00:00;1056.960;2
24-04-1988 00:00;1021.335;2
25-04-1988 00:00;1007.152;2
26-04-1988 00:00;974.661;2
27-04-1988 00:00;960.082;2
28-04-1988 00:00;946.632;2
29-04-1988 00:00;970.003;2
30-04-1988 00:00;1026.471;2
01-05-1988 00:00;965.517;2
02-05-1988 00:00;926.593;2
03-05-1988 00:00;901.970;2
04-05-1988 00:00;885.294;2
05-05-1988 00:00;899.338;2
06-05-1988 00:00;884.311;2
07-05-1988 00:00;827.662;2
08-05-1988 00:00;804.980;2
09-05-1988 00:00;779.181;2
10-05-1988 00:00;764.518;2
11-05-1988 00:00;744.297;2
12-05-1988 00:00;728.164;2
13-05-1988 00:00;722.218;2
14-05-1988 00:00;716.272;2
15-05-1988 00:00;710.326;2
16-05-1988 00:00;704.381;2
17-05-1988 00:00;698.435;2
18-05-1988 00:00;692.490;2
19-05-1988 00:00;686.121;2
20-05-1988 00:00;706.112;2
21-05-1988 00:00;824.469;2
22-05-1988 00:00;714.229;2
23-05-1988 00:00;689.423;2
24-05-1988 00:00;676.290;2
25-05-1988 00:00;681.080;2
26-05-1988 00:00;668.867;2
27-05-1988 00:00;647.093;2
28-05-1988 00:00;658.406;2
29-05-1988 00:00;655.452;2
30-05-1988 00:00;574.527;2
31-05-1988 00:00;593.840;2
01-06-1988 00:00;593.135;2
02-06-1988 00:00;578.474;2
03-06-1988 00:00;575.471;2
04-06-1988 00:00;577.102;2
05-06-1988 00:00;655.647;2
06-06-1988 00:00;570.659;2
07-06-1988 00:00;567.169;2
08-06-1988 00:00;552.647;2
09-06-1988 00:00;680.727;2
10-06-1988 00:00;566.111;2
11-06-1988 00:00;527.100;2
12-06-1988 00:00;491.552;2
13-06-1988 00:00;481.219;2
14-06-1988 00:00;473.349;2
15-06-1988 00:00;461.729;2
16-06-1988 00:00;455.585;2
17-06-1988 00:00;445.399;2
18-06-1988 00:00;431.112;2
19-06-1988 00:00;415.820;2
20-06-1988 00:00;412.417;2
21-06-1988 00:00;402.838;2
22-06-1988 00:00;404.720;2
23-06-1988 00:00;407.220;2
24-06-1988 00:00;381.975;2
25-06-1988 00:00;397.830;2
26-06-1988 00:00;437.022;2
27-06-1988 00:00;403.644;2
28-06-1988 00:00;403.761;2
29-06-1988 00:00;517.159;2
30-06-1988 00:00;506.913;2
01-07-1988 00:00;409.252;2
02-07-1988 00:00;543.123;2
03-07-1988 00:00;450.393;2
04-07-1988 00:00;440.649;2
05-07-1988 00:00;427.228;2
06-07-1988 00:00;440.029;2
07-07-1988 00:00;408.385;2
08-07-1988 00:00;394.113;2
09-07-1988 00:00;393.048;2
10-07-1988 00:00;404.585;2
11-07-1988 00:00;436.834;2
12-07-1988 00:00;480.813;2
13-07-1988 00:00;401.436;2
14-07-1988 00:00;643.537;2
15-07-1988 00:00;554.313;2
16-07-1988 00:00;475.746;2
17-07-1988 00:00;415.706;2
18-07-1988 00:00;428.243;2
19-07-1988 00:00;467.136;2
20-07-1988 00:00;404.738;2
21-07-1988 00:00;393.313;2
22-07-1988 00:00;408.774;2
23-07-1988 00:00;521.453;2
24-07-1988 00:00;446.708;2
25-07-1988 00:00;421.122;2
26-07-1988 00:00;393.397;2
27-07-1988 00:00;381.540;2
28-07-1988 00:00;365.562;2
29-07-1988 00:00;417.694;2
30-07-1988 00:00;429.126;2
31-07-1988 00:00;722.364;2
01-08-1988 00:00;556.607;2
02-08-1988 00:00;462.446;2
03-08-1988 00:00;424.094;2
04-08-1988 00:00;398.150;2
05-08-1988 00:00;389.321;2
06-08-1988 00:00;365.306;2
07-08-1988 00:00;349.756;2
08-08-1988 00:00;343.800;2
09-08-1988 00:00;344.662;2
10-08-1988 00:00;335.188;2
11-08-1988 00:00;344.158;2
12-08-1988 00:00;368.081;2
13-08-1988 00:00;413.703;2
14-08-1988 00:00;362.409;2
15-08-1988 00:00;356.023;2
16-08-1988 00:00;348.742;2
17-08-1988 00:00;350.435;2
18-08-1988 00:00;348.628;2
19-08-1988 00:00;371.105;2
20-08-1988 00:00;539.948;2
21-08-1988 00:00;539.987;2
22-08-1988 00:00;484.246;2
23-08-1988 00:00;653.994;2
24-08-1988 00:00;553.735;2
25-08-1988 00:00;537.411;2
26-08-1988 00:00;567.937;2
27-08-1988 00:00;544.285;2
28-08-1988 00:00;508.525;2
29-08-1988 00:00;502.760;2
30-08-1988 00:00;518.048;2
31-08-1988 00:00;600.859;2
01-09-1988 00:00;534.555;2
02-09-1988 00:00;598.786;2
03-09-1988 00:00;575.394;2
04-09-1988 00:00;548.387;2
05-09-1988 00:00;520.703;2
06-09-1988 00:00;691.604;2
07-09-1988 00:00;666.900;2
08-09-1988 00:00;610.115;2
09-09-1988 00:00;570.574;2
10-09-1988 00:00;547.024;2
11-09-1988 00:00;561.117;2
12-09-1988 00:00;679.484;2
13-09-1988 00:00;887.677;2
14-09-1988 00:00;871.313;2
15-09-1988 00:00;800.188;2
16-09-1988 00:00;733.762;2
17-09-1988 00:00;679.328;2
18-09-1988 00:00;627.090;2
19-09-1988 00:00;604.493;2
20-09-1988 00:00;603.752;2
21-09-1988 00:00;589.843;2
22-09-1988 00:00;590.516;2
23-09-1988 00:00;602.598;2
24-09-1988 00:00;974.967;2
25-09-1988 00:00;1254.866;2
26-09-1988 00:00;1291.709;2
27-09-1988 00:00;1335.526;2
28-09-1988 00:00;1679.464;2
29-09-1988 00:00;2840.626;2
30-09-1988 00:00;2740.816;2
01-10-1988 00:00;2197.875;2
02-10-1988 00:00;1734.073;2
03-10-1988 00:00;1390.717;2
04-10-1988 00:00;1211.430;2
05-10-1988 00:00;1109.860;2
06-10-1988 00:00;1203.326;2
07-10-1988 00:00;4204.583;2
08-10-1988 00:00;8270.796;2
09-10-1988 00:00;8934.036;2
10-10-1988 00:00;7881.271;2
11-10-1988 00:00;4817.397;2
12-10-1988 00:00;3413.441;2
13-10-1988 00:00;3478.541;2
14-10-1988 00:00;3250.491;2
15-10-1988 00:00;2627.102;2
16-10-1988 00:00;2209.992;2
17-10-1988 00:00;2007.880;2
18-10-1988 00:00;1812.822;2
19-10-1988 00:00;1600.463;2
20-10-1988 00:00;1466.898;2
21-10-1988 00:00;1333.950;2
22-10-1988 00:00;1272.601;2
23-10-1988 00:00;1227.250;2
24-10-1988 00:00;1176.715;2
25-10-1988 00:00;1071.918;2
26-10-1988 00:00;1031.204;2
27-10-1988 00:00;1066.583;2
28-10-1988 00:00;1009.122;2
29-10-1988 00:00;931.696;2
30-10-1988 00:00;888.565;2
31-10-1988 00:00;887.553;2
01-11-1988 00:00;950.632;2
02-11-1988 00:00;1030.853;2
03-11-1988 00:00;936.830;2
04-11-1988 00:00;897.246;2
05-11-1988 00:00;886.538;2
06-11-1988 00:00;864.286;2
07-11-1988 00:00;822.591;2
08-11-1988 00:00;794.751;2
09-11-1988 00:00;789.486;2
10-11-1988 00:00;790.645;2
11-11-1988 00:00;796.248;2
12-11-1988 00:00;809.810;2
13-11-1988 00:00;873.162;2
14-11-1988 00:00;909.840;2
15-11-1988 00:00;886.427;2
16-11-1988 00:00;889.656;2
17-11-1988 00:00;892.359;2
18-11-1988 00:00;920.009;2
19-11-1988 00:00;896.634;2
20-11-1988 00:00;879.303;2
21-11-1988 00:00;838.051;2
22-11-1988 00:00;826.789;2
23-11-1988 00:00;826.414;2
24-11-1988 00:00;834.373;2
25-11-1988 00:00;856.008;2
26-11-1988 00:00;848.499;2
27-11-1988 00:00;840.367;2
28-11-1988 00:00;1032.916;2
29-11-1988 00:00;1603.432;2
30-11-1988 00:00;1387.162;2
01-12-1988 00:00;1183.888;2
02-12-1988 00:00;1028.911;2
03-12-1988 00:00;987.487;2
04-12-1988 00:00;1276.272;2
05-12-1988 00:00;3914.934;2
06-12-1988 00:00;5325.905;2
07-12-1988 00:00;3620.857;2
08-12-1988 00:00;2574.766;2
09-12-1988 00:00;2364.963;2
10-12-1988 00:00;2083.351;2
11-12-1988 00:00;1925.739;2
12-12-1988 00:00;1786.273;2
13-12-1988 00:00;1592.061;2
14-12-1988 00:00;1472.714;2
15-12-1988 00:00;1362.647;2
16-12-1988 00:00;1312.944;2
17-12-1988 00:00;1361.445;2
18-12-1988 00:00;1467.313;2
19-12-1988 00:00;2851.672;2
20-12-1988 00:00;2570.826;2
21-12-1988 00:00;2046.344;2
22-12-1988 00:00;1898.244;2
23-12-1988 00:00;2023.511;2
24-12-1988 00:00;4239.497;2
25-12-1988 00:00;3637.242;2
26-12-1988 00:00;2793.832;2
27-12-1988 00:00;2460.191;2
28-12-1988 00:00;2171.826;2
29-12-1988 00:00;1976.557;2
30-12-1988 00:00;1791.301;2
31-12-1988 00:00;1646.362;2
01-01-1989 00:00;1537.703;2
02-01-1989 00:00;1454.292;2
03-01-1989 00:00;1404.001;2
04-01-1989 00:00;1379.985;2
05-01-1989 00:00;1411.801;2
06-01-1989 00:00;1554.494;2
07-01-1989 00:00;1516.347;2
08-01-1989 00:00;1454.367;2
09-01-1989 00:00;1451.498;2
10-01-1989 00:00;1484.281;2
11-01-1989 00:00;1445.723;2
12-01-1989 00:00;1422.031;2
13-01-1989 00:00;1473.764;2
14-01-1989 00:00;1706.839;2
15-01-1989 00:00;2173.878;2
16-01-1989 00:00;2182.914;2
17-01-1989 00:00;1945.540;2
18-01-1989 00:00;1726.292;2
19-01-1989 00:00;1556.416;2
20-01-1989 00:00;1446.395;2
21-01-1989 00:00;1376.208;2
22-01-1989 00:00;1283.741;2
23-01-1989 00:00;1156.347;2
24-01-1989 00:00;1123.384;2
25-01-1989 00:00;1083.190;2
26-01-1989 00:00;1051.193;2
27-01-1989 00:00;1007.984;2
28-01-1989 00:00;1019.698;2
29-01-1989 00:00;1004.405;2
30-01-1989 00:00;1017.089;2
31-01-1989 00:00;985.689;2
01-02-1989 00:00;962.775;2
02-02-1989 00:00;966.182;2
03-02-1989 00:00;964.118;2
04-02-1989 00:00;951.389;2
05-02-1989 00:00;1195.135;2
06-02-1989 00:00;1252.607;2
07-02-1989 00:00;1200.021;2
08-02-1989 00:00;1148.985;2
09-02-1989 00:00;1130.336;2
10-02-1989 00:00;1114.988;2
11-02-1989 00:00;1070.181;2
12-02-1989 00:00;1113.766;2
13-02-1989 00:00;1136.473;2
14-02-1989 00:00;1350.447;2
15-02-1989 00:00;1574.623;2
16-02-1989 00:00;2079.688;2
17-02-1989 00:00;1836.564;2
18-02-1989 00:00;1756.344;2
19-02-1989 00:00;2008.102;2
20-02-1989 00:00;2072.433;2
21-02-1989 00:00;2313.451;2
22-02-1989 00:00;2282.990;2
23-02-1989 00:00;2226.573;2
24-02-1989 00:00;3060.034;2
25-02-1989 00:00;3684.598;2
26-02-1989 00:00;3582.039;2
27-02-1989 00:00;3104.529;2
28-02-1989 00:00;2654.288;2
01-03-1989 00:00;2630.972;2
02-03-1989 00:00;3211.400;2
03-03-1989 00:00;2823.989;2
04-03-1989 00:00;2334.359;2
05-03-1989 00:00;2096.282;2
06-03-1989 00:00;1906.626;2
07-03-1989 00:00;1819.209;2
08-03-1989 00:00;1706.550;2
09-03-1989 00:00;1614.623;2
10-03-1989 00:00;1583.720;2
11-03-1989 00:00;1543.020;2
12-03-1989 00:00;1501.661;2
13-03-1989 00:00;1836.889;2
14-03-1989 00:00;1971.485;2
15-03-1989 00:00;2819.872;2
16-03-1989 00:00;4359.850;2
17-03-1989 00:00;3157.396;2
18-03-1989 00:00;2374.217;2
19-03-1989 00:00;2104.004;2
20-03-1989 00:00;1978.023;2
21-03-1989 00:00;2019.652;2
22-03-1989 00:00;3044.286;2
23-03-1989 00:00;6153.837;2
24-03-1989 00:00;8260.266;2
25-03-1989 00:00;10070.821;2
26-03-1989 00:00;6340.003;2
27-03-1989 00:00;4233.881;2
28-03-1989 00:00;3300.814;2
29-03-1989 00:00;2593.279;2
30-03-1989 00:00;2314.477;2
31-03-1989 00:00;2066.808;2
01-04-1989 00:00;1781.751;2
02-04-1989 00:00;1657.549;2
03-04-1989 00:00;1530.809;2
04-04-1989 00:00;1431.749;2
05-04-1989 00:00;1329.320;2
06-04-1989 00:00;1350.714;2
07-04-1989 00:00;1260.646;2
08-04-1989 00:00;1173.021;2
09-04-1989 00:00;1089.055;2
10-04-1989 00:00;1060.299;2
11-04-1989 00:00;1150.755;2
12-04-1989 00:00;1129.332;2
13-04-1989 00:00;1428.452;2
14-04-1989 00:00;1288.464;2
15-04-1989 00:00;1182.119;2
16-04-1989 00:00;1132.206;2
17-04-1989 00:00;1110.146;2
18-04-1989 00:00;1071.686;2
19-04-1989 00:00;1071.570;2
20-04-1989 00:00;1372.206;2
21-04-1989 00:00;1315.216;2
22-04-1989 00:00;1249.805;2
23-04-1989 00:00;1165.640;2
24-04-1989 00:00;1095.205;2
25-04-1989 00:00;1154.600;2
26-04-1989 00:00;1461.383;2
27-04-1989 00:00;1758.859;2
28-04-1989 00:00;1486.850;2
29-04-1989 00:00;1274.473;2
30-04-1989 00:00;1117.304;2
01-05-1989 00:00;1055.042;2
02-05-1989 00:00;976.654;2
03-05-1989 00:00;919.452;2
04-05-1989 00:00;853.102;2
05-05-1989 00:00;777.118;2
06-05-1989 00:00;735.209;2
07-05-1989 00:00;697.606;2
08-05-1989 00:00;679.283;2
09-05-1989 00:00;673.583;2
10-05-1989 00:00;656.675;2
11-05-1989 00:00;631.322;2
12-05-1989 00:00;696.967;2
13-05-1989 00:00;867.599;2
14-05-1989 00:00;685.234;2
15-05-1989 00:00;619.789;2
16-05-1989 00:00;596.363;2
17-05-1989 00:00;559.130;2
18-05-1989 00:00;553.360;2
19-05-1989 00:00;543.515;2
20-05-1989 00:00;529.225;2
21-05-1989 00:00;501.189;2
22-05-1989 00:00;485.314;2
23-05-1989 00:00;474.904;2
24-05-1989 00:00;463.156;2
25-05-1989 00:00;454.827;2
26-05-1989 00:00;431.115;2
27-05-1989 00:00;427.224;2
28-05-1989 00:00;417.872;2
29-05-1989 00:00;410.944;2
30-05-1989 00:00;421.898;2
31-05-1989 00:00;447.126;2
01-06-1989 00:00;425.823;2
02-06-1989 00:00;428.227;2
03-06-1989 00:00;411.246;2
04-06-1989 00:00;401.835;2
05-06-1989 00:00;456.532;2
06-06-1989 00:00;449.801;2
07-06-1989 00:00;451.084;2
08-06-1989 00:00;413.413;2
09-06-1989 00:00;406.763;2
10-06-1989 00:00;410.322;2
11-06-1989 00:00;389.673;2
12-06-1989 00:00;380.072;2
13-06-1989 00:00;372.059;2
14-06-1989 00:00;350.574;2
15-06-1989 00:00;334.662;2
16-06-1989 00:00;325.590;2
17-06-1989 00:00;307.519;2
18-06-1989 00:00;290.620;2
19-06-1989 00:00;271.309;2
20-06-1989 00:00;260.658;2
21-06-1989 00:00;253.115;2
22-06-1989 00:00;252.177;2
23-06-1989 00:00;249.786;2
24-06-1989 00:00;247.944;2
25-06-1989 00:00;250.743;2
26-06-1989 00:00;249.171;2
27-06-1989 00:00;246.724;2
28-06-1989 00:00;266.445;2
29-06-1989 00:00;259.804;2
30-06-1989 00:00;271.622;2
01-07-1989 00:00;269.520;2
02-07-1989 00:00;325.083;2
03-07-1989 00:00;282.118;2
04-07-1989 00:00;269.766;2
05-07-1989 00:00;259.460;2
06-07-1989 00:00;257.425;2
07-07-1989 00:00;258.280;2
08-07-1989 00:00;255.890;2
09-07-1989 00:00;249.761;2
10-07-1989 00:00;245.300;2
11-07-1989 00:00;262.317;2
12-07-1989 00:00;262.014;2
13-07-1989 00:00;345.333;2
14-07-1989 00:00;316.753;2
15-07-1989 00:00;270.575;2
16-07-1989 00:00;270.979;2
17-07-1989 00:00;250.767;2
18-07-1989 00:00;274.192;2
19-07-1989 00:00;264.035;2
