Vandportalen - www.vandportalen.dk
Lokalitet:;28.02 Bygholm å, Kørup bro
Tidsserie:;Vandføring, Døgnmiddel (DMP)
Drives af Miljøstyrelsen
Dataperiode:;01-01-1917 00:00 - 19-02-2025 00:59 ( UTC +01:00:00 )
ks mrk.:;0= ikke-korrigerede data (rådata)
;1= data udtyndet for outliers
;2= kvalitetskontrolleret data
Udtræksdato: ;17-02-2025 15:00

WSP og dataleverandører til Vandportalen kan ikke drages til ansvar for målingernes rigtighed.

Dato (DK normaltid);Vandføring, Døgnmiddel (DMP) (l/s);ks mrk.
27-06-1974 00:00;210.700;2
28-06-1974 00:00;210.100;2
29-06-1974 00:00;226.900;2
30-06-1974 00:00;217.500;2
01-07-1974 00:00;238.100;2
02-07-1974 00:00;243.000;2
03-07-1974 00:00;266.900;2
04-07-1974 00:00;322.900;2
05-07-1974 00:00;257.400;2
06-07-1974 00:00;271.800;2
07-07-1974 00:00;276.600;2
08-07-1974 00:00;243.900;2
09-07-1974 00:00;230.800;2
10-07-1974 00:00;206.900;2
11-07-1974 00:00;190.500;2
12-07-1974 00:00;215.600;2
13-07-1974 00:00;196.300;2
14-07-1974 00:00;369.600;2
15-07-1974 00:00;248.500;2
16-07-1974 00:00;227.800;2
17-07-1974 00:00;254.800;2
18-07-1974 00:00;263.000;2
19-07-1974 00:00;223.200;2
20-07-1974 00:00;212.700;2
21-07-1974 00:00;202.500;2
22-07-1974 00:00;192.600;2
23-07-1974 00:00;199.700;2
24-07-1974 00:00;198.300;2
25-07-1974 00:00;251.000;2
26-07-1974 00:00;221.600;2
27-07-1974 00:00;211.300;2
28-07-1974 00:00;209.800;2
29-07-1974 00:00;226.000;2
30-07-1974 00:00;242.700;2
31-07-1974 00:00;232.000;2
01-08-1974 00:00;248.200;2
02-08-1974 00:00;246.000;2
03-08-1974 00:00;243.800;2
04-08-1974 00:00;232.600;2
05-08-1974 00:00;258.100;2
06-08-1974 00:00;265.300;2
07-08-1974 00:00;244.300;2
08-08-1974 00:00;233.200;2
09-08-1974 00:00;240.000;2
10-08-1974 00:00;237.900;2
11-08-1974 00:00;244.700;2
12-08-1974 00:00;251.700;2
13-08-1974 00:00;287.200;2
14-08-1974 00:00;247.300;2
15-08-1974 00:00;245.100;2
16-08-1974 00:00;243.000;2
17-08-1974 00:00;240.900;2
18-08-1974 00:00;238.800;2
19-08-1974 00:00;236.700;2
20-08-1974 00:00;226.100;2
21-08-1974 00:00;224.100;2
22-08-1974 00:00;230.600;2
23-08-1974 00:00;245.800;2
24-08-1974 00:00;261.500;2
25-08-1974 00:00;250.300;2
26-08-1974 00:00;239.500;2
27-08-1974 00:00;229.000;2
28-08-1974 00:00;218.800;2
29-08-1974 00:00;216.900;2
30-08-1974 00:00;215.000;2
31-08-1974 00:00;221.200;2
01-09-1974 00:00;219.300;2
02-09-1974 00:00;217.400;2
03-09-1974 00:00;215.500;2
04-09-1974 00:00;221.600;2
05-09-1974 00:00;298.200;2
06-09-1974 00:00;332.600;2
07-09-1974 00:00;298.500;2
08-09-1974 00:00;431.700;2
09-09-1974 00:00;370.400;2
10-09-1974 00:00;313.700;2
11-09-1974 00:00;270.600;2
12-09-1974 00:00;256.900;2
13-09-1974 00:00;263.800;2
14-09-1974 00:00;270.900;2
15-09-1974 00:00;268.600;2
16-09-1974 00:00;247.700;2
17-09-1974 00:00;254.600;2
18-09-1974 00:00;252.100;2
19-09-1974 00:00;240.300;2
20-09-1974 00:00;256.600;2
21-09-1974 00:00;263.800;2
22-09-1974 00:00;281.400;2
23-09-1974 00:00;355.900;2
24-09-1974 00:00;377.600;2
25-09-1974 00:00;363.300;2
26-09-1974 00:00;349.000;2
27-09-1974 00:00;358.600;2
28-09-1974 00:00;488.600;2
29-09-1974 00:00;391.500;2
30-09-1974 00:00;376.300;2
01-10-1974 00:00;373.900;2
02-10-1974 00:00;371.400;2
03-10-1974 00:00;479.700;2
04-10-1974 00:00;477.800;2
05-10-1974 00:00;432.000;2
06-10-1974 00:00;458.800;2
07-10-1974 00:00;456.600;2
08-10-1974 00:00;454.400;2
09-10-1974 00:00;498.500;2
10-10-1974 00:00;528.900;2
11-10-1974 00:00;527.100;2
12-10-1974 00:00;525.100;2
13-10-1974 00:00;506.400;2
14-10-1974 00:00;504.200;2
15-10-1974 00:00;519.000;2
16-10-1974 00:00;502.300;2
17-10-1974 00:00;502.600;2
18-10-1974 00:00;486.100;2
19-10-1974 00:00;573.000;2
20-10-1974 00:00;609.700;2
21-10-1974 00:00;555.900;2
22-10-1974 00:00;574.100;2
23-10-1974 00:00;746.300;2
24-10-1974 00:00;648.800;2
25-10-1974 00:00;668.300;2
26-10-1974 00:00;668.700;2
27-10-1974 00:00;631.100;2
28-10-1974 00:00;688.900;2
29-10-1974 00:00;650.800;2
30-10-1974 00:00;651.200;2
31-10-1974 00:00;651.600;2
01-11-1974 00:00;595.900;2
02-11-1974 00:00;596.300;2
03-11-1974 00:00;578.500;2
04-11-1974 00:00;543.200;2
05-11-1974 00:00;526.100;2
06-11-1974 00:00;509.200;2
07-11-1974 00:00;526.800;2
08-11-1974 00:00;509.900;2
09-11-1974 00:00;562.700;2
10-11-1974 00:00;795.800;2
11-11-1974 00:00;903.800;2
12-11-1974 00:00;1341.000;2
13-11-1974 00:00;1617.000;2
14-11-1974 00:00;1450.000;2
15-11-1974 00:00;1706.000;2
16-11-1974 00:00;2306.000;2
17-11-1974 00:00;3825.000;2
18-11-1974 00:00;2874.000;2
19-11-1974 00:00;2242.000;2
20-11-1974 00:00;1860.000;2
21-11-1974 00:00;1985.000;2
22-11-1974 00:00;1456.000;2
23-11-1974 00:00;1296.000;2
24-11-1974 00:00;1220.000;2
25-11-1974 00:00;1297.000;2
26-11-1974 00:00;1486.000;2
27-11-1974 00:00;1543.000;2
28-11-1974 00:00;2674.000;2
29-11-1974 00:00;2717.000;2
30-11-1974 00:00;2475.000;2
01-12-1974 00:00;1767.000;2
02-12-1974 00:00;1654.000;2
03-12-1974 00:00;1630.000;2
04-12-1974 00:00;1724.000;2
05-12-1974 00:00;2511.000;2
06-12-1974 00:00;2448.000;2
07-12-1974 00:00;2741.000;2
08-12-1974 00:00;2712.000;2
09-12-1974 00:00;2868.000;2
10-12-1974 00:00;2801.000;2
11-12-1974 00:00;4650.000;2
12-12-1974 00:00;4074.000;2
13-12-1974 00:00;2899.000;2
14-12-1974 00:00;2870.000;2
15-12-1974 00:00;4741.000;2
16-12-1974 00:00;4474.000;2
17-12-1974 00:00;9129.000;2
18-12-1974 00:00;12110.000;2
19-12-1974 00:00;10120.000;2
20-12-1974 00:00;7820.000;2
21-12-1974 00:00;7177.000;2
22-12-1974 00:00;6506.000;2
23-12-1974 00:00;5761.000;2
24-12-1974 00:00;4772.000;2
25-12-1974 00:00;4670.000;2
26-12-1974 00:00;7571.000;2
27-12-1974 00:00;7445.000;2
28-12-1974 00:00;7206.000;2
29-12-1974 00:00;5598.000;2
30-12-1974 00:00;4442.000;2
31-12-1974 00:00;3905.000;2
01-01-1975 00:00;3854.000;2
02-01-1975 00:00;3352.000;2
03-01-1975 00:00;2957.000;2
04-01-1975 00:00;2801.000;2
05-01-1975 00:00;2758.000;2
06-01-1975 00:00;2788.000;2
07-01-1975 00:00;2637.000;2
08-01-1975 00:00;2285.000;2
09-01-1975 00:00;2180.000;2
10-01-1975 00:00;2837.000;2
11-01-1975 00:00;3056.000;2
12-01-1975 00:00;3811.000;2
13-01-1975 00:00;3433.000;2
14-01-1975 00:00;2886.000;2
15-01-1975 00:00;2450.000;2
16-01-1975 00:00;2308.000;2
17-01-1975 00:00;4244.000;2
18-01-1975 00:00;6369.000;2
19-01-1975 00:00;5638.000;2
20-01-1975 00:00;4577.000;2
21-01-1975 00:00;3659.000;2
22-01-1975 00:00;8229.000;2
23-01-1975 00:00;8395.000;2
24-01-1975 00:00;8867.000;2
25-01-1975 00:00;6743.000;2
26-01-1975 00:00;8833.000;2
27-01-1975 00:00;8422.000;2
28-01-1975 00:00;9294.000;2
29-01-1975 00:00;10000.000;2
30-01-1975 00:00;8283.000;2
31-01-1975 00:00;7199.000;2
01-02-1975 00:00;6236.000;2
02-02-1975 00:00;5141.000;2
03-02-1975 00:00;4273.000;2
04-02-1975 00:00;3681.000;2
05-02-1975 00:00;3206.000;2
06-02-1975 00:00;2871.000;2
07-02-1975 00:00;2658.000;2
08-02-1975 00:00;2316.000;2
09-02-1975 00:00;2817.000;2
10-02-1975 00:00;2032.000;2
11-02-1975 00:00;1942.000;2
12-02-1975 00:00;1885.000;2
13-02-1975 00:00;1984.000;2
14-02-1975 00:00;1895.000;2
15-02-1975 00:00;1600.000;2
16-02-1975 00:00;1491.000;2
17-02-1975 00:00;1385.000;2
18-02-1975 00:00;1389.000;2
19-02-1975 00:00;1393.000;2
20-02-1975 00:00;1370.000;2
21-02-1975 00:00;1347.000;2
22-02-1975 00:00;1324.000;2
23-02-1975 00:00;1249.000;2
24-02-1975 00:00;1201.000;2
25-02-1975 00:00;1204.000;2
26-02-1975 00:00;1157.000;2
27-02-1975 00:00;1135.000;2
28-02-1975 00:00;1164.000;2
01-03-1975 00:00;1142.000;2
02-03-1975 00:00;1121.000;2
03-03-1975 00:00;1200.000;2
04-03-1975 00:00;1229.000;2
05-03-1975 00:00;1414.000;2
06-03-1975 00:00;1759.000;2
07-03-1975 00:00;1755.000;2
08-03-1975 00:00;2034.000;2
09-03-1975 00:00;1965.000;2
10-03-1975 00:00;1684.000;2
11-03-1975 00:00;1478.000;2
12-03-1975 00:00;1284.000;2
13-03-1975 00:00;1204.000;2
14-03-1975 00:00;1150.000;2
15-03-1975 00:00;1073.000;2
16-03-1975 00:00;1023.000;2
17-03-1975 00:00;927.700;2
18-03-1975 00:00;858.300;2
19-03-1975 00:00;834.400;2
20-03-1975 00:00;810.700;2
21-03-1975 00:00;787.400;2
22-03-1975 00:00;785.400;2
23-03-1975 00:00;783.400;2
24-03-1975 00:00;781.400;2
25-03-1975 00:00;779.400;2
26-03-1975 00:00;756.600;2
27-03-1975 00:00;754.700;2
28-03-1975 00:00;732.300;2
29-03-1975 00:00;710.300;2
30-03-1975 00:00;688.600;2
31-03-1975 00:00;647.900;2
01-04-1975 00:00;684.900;2
02-04-1975 00:00;763.500;2
03-04-1975 00:00;741.100;2
04-04-1975 00:00;759.600;2
05-04-1975 00:00;974.400;2
06-04-1975 00:00;1503.000;2
07-04-1975 00:00;1819.000;2
08-04-1975 00:00;1815.000;2
09-04-1975 00:00;2528.000;2
10-04-1975 00:00;2217.000;2
11-04-1975 00:00;1801.000;2
12-04-1975 00:00;1620.000;2
13-04-1975 00:00;1420.000;2
14-04-1975 00:00;1310.000;2
15-04-1975 00:00;2732.000;2
16-04-1975 00:00;2869.000;2
17-04-1975 00:00;2267.000;2
18-04-1975 00:00;1789.000;2
19-04-1975 00:00;1471.000;2
20-04-1975 00:00;1282.000;2
21-04-1975 00:00;1129.000;2
22-04-1975 00:00;1054.000;2
23-04-1975 00:00;1004.000;2
24-04-1975 00:00;933.400;2
25-04-1975 00:00;844.100;2
26-04-1975 00:00;779.100;2
27-04-1975 00:00;776.000;2
28-04-1975 00:00;733.300;2
29-04-1975 00:00;710.900;2
30-04-1975 00:00;827.600;2
01-05-1975 00:00;803.900;2
02-05-1975 00:00;1203.000;2
03-05-1975 00:00;1011.000;2
04-05-1975 00:00;876.900;2
05-05-1975 00:00;791.300;2
06-05-1975 00:00;729.200;2
07-05-1975 00:00;707.100;2
08-05-1975 00:00;685.400;2
09-05-1975 00:00;645.800;2
10-05-1975 00:00;607.400;2
11-05-1975 00:00;604.900;2
12-05-1975 00:00;584.900;2
13-05-1975 00:00;565.400;2
14-05-1975 00:00;546.200;2
15-05-1975 00:00;527.400;2
16-05-1975 00:00;508.900;2
17-05-1975 00:00;522.900;2
18-05-1975 00:00;570.500;2
19-05-1975 00:00;568.100;2
20-05-1975 00:00;549.100;2
21-05-1975 00:00;514.100;2
22-05-1975 00:00;528.100;2
23-05-1975 00:00;536.200;2
24-05-1975 00:00;496.300;2
25-05-1975 00:00;458.200;2
26-05-1975 00:00;451.100;2
27-05-1975 00:00;444.100;2
28-05-1975 00:00;437.200;2
29-05-1975 00:00;444.800;2
30-05-1975 00:00;437.900;2
31-05-1975 00:00;417.200;2
01-06-1975 00:00;410.700;2
02-06-1975 00:00;404.400;2
03-06-1975 00:00;425.300;2
04-06-1975 00:00;418.800;2
05-06-1975 00:00;426.000;2
06-06-1975 00:00;367.300;2
07-06-1975 00:00;361.600;2
08-06-1975 00:00;356.000;2
09-06-1975 00:00;338.400;2
10-06-1975 00:00;333.100;2
11-06-1975 00:00;316.400;2
12-06-1975 00:00;311.500;2
13-06-1975 00:00;306.600;2
14-06-1975 00:00;313.000;2
15-06-1975 00:00;319.300;2
16-06-1975 00:00;303.300;2
17-06-1975 00:00;298.600;2
18-06-1975 00:00;283.500;2
19-06-1975 00:00;279.100;2
20-06-1975 00:00;274.700;2
21-06-1975 00:00;270.500;2
22-06-1975 00:00;266.300;2
23-06-1975 00:00;262.100;2
24-06-1975 00:00;258.100;2
25-06-1975 00:00;263.700;2
26-06-1975 00:00;269.400;2
27-06-1975 00:00;255.700;2
28-06-1975 00:00;251.700;2
29-06-1975 00:00;257.200;2
30-06-1975 00:00;253.300;2
01-07-1975 00:00;249.400;2
02-07-1975 00:00;254.800;2
03-07-1975 00:00;250.900;2
04-07-1975 00:00;247.100;2
05-07-1975 00:00;252.300;2
06-07-1975 00:00;248.500;2
07-07-1975 00:00;244.800;2
08-07-1975 00:00;250.000;2
09-07-1975 00:00;250.000;2
10-07-1975 00:00;250.000;2
11-07-1975 00:00;258.000;2
12-07-1975 00:00;265.700;2
13-07-1975 00:00;262.800;2
14-07-1975 00:00;260.000;2
15-07-1975 00:00;257.100;2
16-07-1975 00:00;275.200;2
17-07-1975 00:00;283.000;2
18-07-1975 00:00;258.800;2
19-07-1975 00:00;256.000;2
20-07-1975 00:00;253.200;2
21-07-1975 00:00;260.500;2
22-07-1975 00:00;278.400;2
23-07-1975 00:00;285.900;2
24-07-1975 00:00;304.400;2
25-07-1975 00:00;301.200;2
26-07-1975 00:00;276.900;2
27-07-1975 00:00;263.700;2
28-07-1975 00:00;251.000;2
29-07-1975 00:00;248.300;2
30-07-1975 00:00;255.300;2
31-07-1975 00:00;262.400;2
01-08-1975 00:00;259.600;2
02-08-1975 00:00;256.800;2
03-08-1975 00:00;254.100;2
04-08-1975 00:00;261.100;2
05-08-1975 00:00;258.300;2
06-08-1975 00:00;255.600;2
07-08-1975 00:00;252.900;2
08-08-1975 00:00;259.700;2
09-08-1975 00:00;257.000;2
10-08-1975 00:00;254.300;2
11-08-1975 00:00;261.100;2
12-08-1975 00:00;258.300;2
13-08-1975 00:00;265.100;2
14-08-1975 00:00;262.400;2
15-08-1975 00:00;259.700;2
16-08-1975 00:00;266.400;2
17-08-1975 00:00;323.300;2
18-08-1975 00:00;320.100;2
19-08-1975 00:00;317.000;2
20-08-1975 00:00;318.500;2
21-08-1975 00:00;341.100;2
22-08-1975 00:00;321.500;2
23-08-1975 00:00;312.600;2
24-08-1975 00:00;303.900;2
25-08-1975 00:00;305.300;2
26-08-1975 00:00;306.800;2
27-08-1975 00:00;308.300;2
28-08-1975 00:00;309.700;2
29-08-1975 00:00;321.700;2
30-08-1975 00:00;312.700;2
31-08-1975 00:00;314.200;2
01-09-1975 00:00;315.700;2
02-09-1975 00:00;306.800;2
03-09-1975 00:00;340.300;2
04-09-1975 00:00;364.200;2
05-09-1975 00:00;343.500;2
06-09-1975 00:00;323.400;2
07-09-1975 00:00;325.000;2
08-09-1975 00:00;315.800;2
09-09-1975 00:00;317.400;2
10-09-1975 00:00;386.300;2
11-09-1975 00:00;412.200;2
12-09-1975 00:00;414.100;2
13-09-1975 00:00;403.800;2
14-09-1975 00:00;495.400;2
15-09-1975 00:00;360.200;2
16-09-1975 00:00;328.300;2
17-09-1975 00:00;319.000;2
18-09-1975 00:00;320.500;2
19-09-1975 00:00;311.300;2
20-09-1975 00:00;312.800;2
21-09-1975 00:00;325.300;2
22-09-1975 00:00;305.200;2
23-09-1975 00:00;306.700;2
24-09-1975 00:00;341.200;2
25-09-1975 00:00;368.100;2
26-09-1975 00:00;372.100;2
27-09-1975 00:00;376.100;2
28-09-1975 00:00;417.200;2
29-09-1975 00:00;348.500;2
30-09-1975 00:00;329.300;2
01-10-1975 00:00;356.200;2
02-10-1975 00:00;384.300;2
03-10-1975 00:00;364.000;2
04-10-1975 00:00;380.300;2
05-10-1975 00:00;372.100;2
06-10-1975 00:00;340.000;2
07-10-1975 00:00;320.600;2
08-10-1975 00:00;312.700;2
09-10-1975 00:00;316.300;2
10-10-1975 00:00;319.900;2
11-10-1975 00:00;323.600;2
12-10-1975 00:00;315.600;2
13-10-1975 00:00;307.700;2
14-10-1975 00:00;346.900;2
15-10-1975 00:00;363.300;2
16-10-1975 00:00;354.900;2
17-10-1975 00:00;322.200;2
18-10-1975 00:00;338.100;2
19-10-1975 00:00;329.800;2
20-10-1975 00:00;321.500;2
21-10-1975 00:00;325.300;2
22-10-1975 00:00;354.100;2
23-10-1975 00:00;332.900;2
24-10-1975 00:00;322.900;2
25-10-1975 00:00;312.900;2
26-10-1975 00:00;315.000;2
27-10-1975 00:00;317.200;2
28-10-1975 00:00;307.200;2
29-10-1975 00:00;297.400;2
30-10-1975 00:00;299.400;2
31-10-1975 00:00;301.500;2
01-11-1975 00:00;303.600;2
02-11-1975 00:00;293.700;2
03-11-1975 00:00;307.900;2
04-11-1975 00:00;310.100;2
05-11-1975 00:00;312.300;2
06-11-1975 00:00;327.000;2
07-11-1975 00:00;424.400;2
08-11-1975 00:00;357.800;2
09-11-1975 00:00;321.100;2
10-11-1975 00:00;323.400;2
11-11-1975 00:00;313.000;2
12-11-1975 00:00;302.600;2
13-11-1975 00:00;292.400;2
14-11-1975 00:00;345.800;2
15-11-1975 00:00;348.200;2
16-11-1975 00:00;350.600;2
17-11-1975 00:00;438.500;2
18-11-1975 00:00;397.400;2
19-11-1975 00:00;385.900;2
20-11-1975 00:00;543.000;2
21-11-1975 00:00;465.900;2
22-11-1975 00:00;408.500;2
23-11-1975 00:00;368.200;2
24-11-1975 00:00;356.900;2
25-11-1975 00:00;359.400;2
26-11-1975 00:00;362.000;2
27-11-1975 00:00;501.000;2
28-11-1975 00:00;642.900;2
29-11-1975 00:00;575.300;2
30-11-1975 00:00;510.800;2
01-12-1975 00:00;465.400;2
02-12-1975 00:00;1350.000;2
03-12-1975 00:00;1230.000;2
04-12-1975 00:00;867.600;2
05-12-1975 00:00;769.000;2
06-12-1975 00:00;714.000;2
07-12-1975 00:00;623.400;2
08-12-1975 00:00;609.000;2
09-12-1975 00:00;559.000;2
10-12-1975 00:00;545.000;2
11-12-1975 00:00;497.200;2
12-12-1975 00:00;500.500;2
13-12-1975 00:00;520.900;2
14-12-1975 00:00;473.600;2
15-12-1975 00:00;493.600;2
16-12-1975 00:00;514.000;2
17-12-1975 00:00;500.200;2
18-12-1975 00:00;469.800;2
19-12-1975 00:00;456.500;2
20-12-1975 00:00;443.200;2
21-12-1975 00:00;446.300;2
22-12-1975 00:00;466.000;2
23-12-1975 00:00;481.800;2
24-12-1975 00:00;515.200;2
25-12-1975 00:00;514.200;2
26-12-1975 00:00;513.100;2
27-12-1975 00:00;529.600;2
28-12-1975 00:00;511.100;2
29-12-1975 00:00;527.500;2
30-12-1975 00:00;526.400;2
31-12-1975 00:00;816.800;2
01-01-1976 00:00;1064.000;2
02-01-1976 00:00;1235.000;2
03-01-1976 00:00;2040.000;2
04-01-1976 00:00;3653.000;2
05-01-1976 00:00;2789.000;2
06-01-1976 00:00;2822.000;2
07-01-1976 00:00;2357.000;2
08-01-1976 00:00;3886.000;2
09-01-1976 00:00;3035.000;2
10-01-1976 00:00;2313.000;2
11-01-1976 00:00;3418.000;2
12-01-1976 00:00;3100.000;2
13-01-1976 00:00;2405.000;2
14-01-1976 00:00;1975.000;2
15-01-1976 00:00;1819.000;2
16-01-1976 00:00;1525.000;2
17-01-1976 00:00;1413.000;2
18-01-1976 00:00;1411.000;2
19-01-1976 00:00;1631.000;2
20-01-1976 00:00;3459.000;2
21-01-1976 00:00;6395.000;2
22-01-1976 00:00;5422.000;2
23-01-1976 00:00;4079.000;2
24-01-1976 00:00;2763.000;2
25-01-1976 00:00;2175.000;2
26-01-1976 00:00;1623.000;2
27-01-1976 00:00;1295.000;2
28-01-1976 00:00;1144.000;2
29-01-1976 00:00;1119.000;2
30-01-1976 00:00;977.800;2
31-01-1976 00:00;888.200;2
01-02-1976 00:00;823.500;2
02-02-1976 00:00;720.800;2
03-02-1976 00:00;662.000;2
04-02-1976 00:00;624.000;2
05-02-1976 00:00;569.000;2
06-02-1976 00:00;551.000;2
07-02-1976 00:00;516.100;2
08-02-1976 00:00;515.800;2
09-02-1976 00:00;515.500;2
10-02-1976 00:00;678.800;2
11-02-1976 00:00;757.500;2
12-02-1976 00:00;737.000;2
13-02-1976 00:00;882.600;2
14-02-1976 00:00;776.800;2
15-02-1976 00:00;657.900;2
16-02-1976 00:00;601.700;2
17-02-1976 00:00;565.400;2
18-02-1976 00:00;565.100;2
19-02-1976 00:00;548.000;2
20-02-1976 00:00;513.900;2
21-02-1976 00:00;514.400;2
22-02-1976 00:00;498.000;2
23-02-1976 00:00;498.400;2
24-02-1976 00:00;604.300;2
25-02-1976 00:00;779.800;2
26-02-1976 00:00;908.200;2
27-02-1976 00:00;1092.000;2
28-02-1976 00:00;1191.000;2
29-02-1976 00:00;1293.000;2
01-03-1976 00:00;1294.000;2
02-03-1976 00:00;1169.000;2
03-03-1976 00:00;957.300;2
04-03-1976 00:00;891.400;2
05-03-1976 00:00;827.600;2
06-03-1976 00:00;765.800;2
07-03-1976 00:00;746.200;2
08-03-1976 00:00;726.700;2
09-03-1976 00:00;668.500;2
10-03-1976 00:00;728.000;2
11-03-1976 00:00;650.500;2
12-03-1976 00:00;613.500;2
13-03-1976 00:00;577.400;2
14-03-1976 00:00;560.000;2
15-03-1976 00:00;525.400;2
16-03-1976 00:00;491.700;2
17-03-1976 00:00;492.200;2
18-03-1976 00:00;475.400;2
19-03-1976 00:00;458.900;2
20-03-1976 00:00;458.900;2
21-03-1976 00:00;442.600;2
22-03-1976 00:00;442.600;2
23-03-1976 00:00;442.500;2
24-03-1976 00:00;426.600;2
25-03-1976 00:00;458.600;2
26-03-1976 00:00;525.700;2
27-03-1976 00:00;525.600;2
28-03-1976 00:00;596.900;2
29-03-1976 00:00;652.900;2
30-03-1976 00:00;691.500;2
31-03-1976 00:00;671.900;2
01-04-1976 00:00;711.000;2
02-04-1976 00:00;751.000;2
03-04-1976 00:00;1360.000;2
04-04-1976 00:00;1905.000;2
05-04-1976 00:00;1579.000;2
06-04-1976 00:00;1843.000;2
07-04-1976 00:00;1753.000;2
08-04-1976 00:00;1386.000;2
09-04-1976 00:00;1130.000;2
10-04-1976 00:00;1034.000;2
11-04-1976 00:00;965.300;2
12-04-1976 00:00;898.100;2
13-04-1976 00:00;812.000;2
14-04-1976 00:00;728.100;2
15-04-1976 00:00;706.500;2
16-04-1976 00:00;685.300;2
17-04-1976 00:00;645.300;2
18-04-1976 00:00;625.000;2
19-04-1976 00:00;568.900;2
20-04-1976 00:00;549.800;2
21-04-1976 00:00;548.400;2
22-04-1976 00:00;529.700;2
23-04-1976 00:00;511.300;2
24-04-1976 00:00;493.300;2
25-04-1976 00:00;475.500;2
26-04-1976 00:00;458.100;2
27-04-1976 00:00;456.900;2
28-04-1976 00:00;455.800;2
29-04-1976 00:00;438.800;2
30-04-1976 00:00;453.400;2
01-05-1976 00:00;436.500;2
02-05-1976 00:00;435.400;2
03-05-1976 00:00;465.900;2
04-05-1976 00:00;675.400;2
05-05-1976 00:00;654.900;2
06-05-1976 00:00;528.300;2
07-05-1976 00:00;510.200;2
08-05-1976 00:00;492.400;2
09-05-1976 00:00;458.900;2
10-05-1976 00:00;441.900;2
11-05-1976 00:00;435.600;2
12-05-1976 00:00;414.200;2
13-05-1976 00:00;438.400;2
14-05-1976 00:00;417.200;2
15-05-1976 00:00;396.600;2
16-05-1976 00:00;376.700;2
17-05-1976 00:00;357.500;2
18-05-1976 00:00;365.900;2
19-05-1976 00:00;347.200;2
20-05-1976 00:00;369.000;2
21-05-1976 00:00;448.900;2
22-05-1976 00:00;442.700;2
23-05-1976 00:00;380.300;2
24-05-1976 00:00;361.500;2
25-05-1976 00:00;369.600;2
26-05-1976 00:00;377.800;2
27-05-1976 00:00;413.300;2
28-05-1976 00:00;394.000;2
29-05-1976 00:00;375.300;2
30-05-1976 00:00;396.600;2
31-05-1976 00:00;519.900;2
01-06-1976 00:00;399.100;2
02-06-1976 00:00;355.000;2
03-06-1976 00:00;337.800;2
04-06-1976 00:00;309.400;2
05-06-1976 00:00;293.600;2
06-06-1976 00:00;289.500;2
07-06-1976 00:00;274.400;2
08-06-1976 00:00;270.600;2
09-06-1976 00:00;266.700;2
10-06-1976 00:00;262.900;2
11-06-1976 00:00;259.200;2
12-06-1976 00:00;255.600;2
13-06-1976 00:00;252.000;2
14-06-1976 00:00;248.400;2
15-06-1976 00:00;254.900;2
16-06-1976 00:00;251.300;2
17-06-1976 00:00;247.800;2
18-06-1976 00:00;244.300;2
19-06-1976 00:00;260.500;2
20-06-1976 00:00;277.000;2
21-06-1976 00:00;283.500;2
22-06-1976 00:00;266.400;2
23-06-1976 00:00;259.800;2
24-06-1976 00:00;253.300;2
25-06-1976 00:00;247.000;2
26-06-1976 00:00;240.800;2
27-06-1976 00:00;226.000;2
28-06-1976 00:00;220.300;2
29-06-1976 00:00;223.300;2
30-06-1976 00:00;209.400;2
01-07-1976 00:00;212.300;2
02-07-1976 00:00;215.200;2
03-07-1976 00:00;201.900;2
04-07-1976 00:00;196.900;2
05-07-1976 00:00;199.700;2
06-07-1976 00:00;194.700;2
07-07-1976 00:00;189.900;2
08-07-1976 00:00;185.000;2
09-07-1976 00:00;180.000;2
10-07-1976 00:00;178.000;2
11-07-1976 00:00;174.000;2
12-07-1976 00:00;174.900;2
13-07-1976 00:00;174.800;2
14-07-1976 00:00;174.700;2
15-07-1976 00:00;174.600;2
16-07-1976 00:00;174.500;2
17-07-1976 00:00;181.700;2
18-07-1976 00:00;189.100;2
19-07-1976 00:00;167.000;2
20-07-1976 00:00;181.300;2
21-07-1976 00:00;196.100;2
22-07-1976 00:00;180.900;2
23-07-1976 00:00;180.600;2
24-07-1976 00:00;180.400;2
25-07-1976 00:00;227.200;2
26-07-1976 00:00;227.000;2
27-07-1976 00:00;218.500;2
28-07-1976 00:00;218.300;2
29-07-1976 00:00;210.000;2
30-07-1976 00:00;226.000;2
31-07-1976 00:00;242.600;2
01-08-1976 00:00;242.300;2
02-08-1976 00:00;225.200;2
03-08-1976 00:00;225.000;2
04-08-1976 00:00;224.700;2
05-08-1976 00:00;224.500;2
06-08-1976 00:00;216.100;2
07-08-1976 00:00;215.800;2
08-08-1976 00:00;207.600;2
09-08-1976 00:00;215.400;2
10-08-1976 00:00;215.100;2
11-08-1976 00:00;206.900;2
12-08-1976 00:00;206.700;2
13-08-1976 00:00;206.500;2
14-08-1976 00:00;206.200;2
15-08-1976 00:00;190.600;2
16-08-1976 00:00;190.400;2
17-08-1976 00:00;177.800;2
18-08-1976 00:00;172.600;2
19-08-1976 00:00;167.400;2
20-08-1976 00:00;169.400;2
21-08-1976 00:00;164.300;2
22-08-1976 00:00;159.200;2
23-08-1976 00:00;168.200;2
24-08-1976 00:00;163.000;2
25-08-1976 00:00;157.900;2
26-08-1976 00:00;159.800;2
27-08-1976 00:00;169.000;2
28-08-1976 00:00;186.100;2
29-08-1976 00:00;188.300;2
