time,temp_min_daily,temp_max_daily,temp_mean_daily,temp_grass_mean_daily,temp_soil_min_daily,temp_soil_max_daily,temp_soil_mean_daily,humidity_daily,wind_direction_daily,wind_gust_max_daily,wind_speed_daily,precip_total_daily,precip_duration_daily,radiation_global_daily,sunshine_duration_daily,KarupBro,ET0
2004-12-03,0.7,6.1,3.0708333333333333,2.316666666666667,3.1,4.0,3.704166666666667,93.375,259.5833333333333,4.8,2.120833333333333,0.0,0.0,755.0,251.0,1354.09,81.48007849867567
2004-12-04,4.1,8.9,6.904166666666666,6.466666666666666,3.1,5.2,4.3,93.875,251.45833333333331,10.8,4.125,3.1,43.0,520.0,116.0,1368.95,54.4063641570644
2004-12-05,7.3,9.8,8.666666666666666,8.191666666666666,5.2,6.3,5.804166666666667,81.70833333333333,275.5,17.3,7.875,0.3,5.0,470.0,102.0,1406.66,41.33869930432581
2004-12-06,3.7,9.1,7.316666666666666,6.779166666666668,4.7,6.1,5.379166666666666,88.29166666666667,267.0833333333333,12.0,4.458333333333333,0.0,0.0,573.0,235.0,1325.85,59.50127598283753
2004-12-07,5.0,9.3,7.266666666666667,6.7,5.1,6.3,5.929166666666667,89.08333333333333,266.4166666666667,11.3,5.091666666666667,0.0,0.0,422.0,101.5,1225.56,41.76021084590874
2004-12-08,0.6,8.3,5.0875,3.9916666666666663,3.8,5.2,4.7625,90.58333333333331,272.625,10.6,3.591666666666667,0.0,0.0,696.0,281.5,1124.09,70.77340643957535
2004-12-09,0.1,7.1,3.7875,3.295833333333333,3.4,4.8,4.1375,94.66666666666669,216.875,6.0,2.1166666666666667,0.0,0.0,715.0,322.0,1069.04,79.46243161180227
2004-12-10,-2.0,2.6,0.7333333333333334,0.7833333333333333,3.5,4.5,4.075,96.95833333333331,194.25,7.9,2.8083333333333336,0.0,0.0,280.0,0.5,1038.64,25.38631696699018
2004-12-11,0.6,8.4,4.845833333333333,4.375,3.5,4.9,4.108333333333333,95.70833333333331,263.7083333333333,5.9,2.5416666666666665,0.1,3.0,315.0,97.0,991.13,35.00354249164963
2004-12-12,1.8,7.8,5.775,5.1625000000000005,3.9,5.3,4.5,97.41666666666669,254.75,4.8,1.6541666666666668,0.0,0.0,252.0,12.0,936.37,31.766002076038813
2004-12-13,6.3,7.7,7.1000000000000005,7.008333333333333,5.3,6.1,5.745833333333334,98.58333333333331,250.54166666666663,4.9,1.3791666666666669,0.1,3.0,170.0,0.0,931.59,23.12347085021763
2004-12-14,0.9,6.3,2.645833333333333,2.5791666666666666,4.2,6.0,5.1000000000000005,95.08333333333331,215.29166666666663,11.9,5.070833333333334,0.2,5.0,84.0,0.0,926.55,6.881794652038947
2004-12-15,2.2,9.2,6.304166666666667,5.7625,4.2,6.0,5.158333333333333,94.79166666666669,243.625,15.1,6.5125,1.7,38.0,71.0,0.0,1000.25,6.2286312829278785
2004-12-16,1.6,7.0,5.15,4.520833333333333,3.6,5.1,4.5625,93.45833333333331,210.25,15.9,6.191666666666666,0.6000000000000001,11.0,113.0,0.5,1126.94,9.54115413749289
2004-12-17,2.2,7.5,4.841666666666667,4.2250000000000005,4.0,5.3,4.741666666666666,88.66666666666667,237.08333333333331,13.1,4.758333333333334,1.0,17.0,474.0,180.0,1310.01,43.36650448409902
2004-12-18,0.5,4.2,2.158333333333333,1.5291666666666668,2.5,4.0,3.216666666666667,85.33333333333333,278.625,14.7,5.216666666666667,2.9000000000000004,36.0,554.0,208.5,1586.43,43.25165718716439
2004-12-19,-2.4,3.3,0.1083333333333333,-0.6666666666666666,1.2,2.5,1.7,77.54166666666667,302.5416666666667,11.4,3.5041666666666664,0.0,0.0,737.0,339.0,1594.03,60.79380295488578
